standard_id,standard_id_norm,curriculum_version,grade_band,grade_level,subject_code,subject_name_ko,domain_code,domain_name_ko,standard_text_ko,standard_text_en,cognitive_level,cefr_alignment,communication_function,grammar_elements,text_type,topic_tags,target_vocab_level,source_document,source_page,effective_date,verification_status,last_verified,notes
[4영01-01],2015_4영01_01,2015,elementary,3-4,2015_ENG_E,영어,L,듣기,알파벳과 낱말의 소리를 듣고 식별할 수 있다.,,remember,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영01-02],2015_4영01_02,2015,elementary,3-4,2015_ENG_E,영어,L,듣기,"낱말, 어구, 문장을 듣고 강세, 리듬, 억양을 식별할 수 있다.",,remember,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영01-03],2015_4영01_03,2015,elementary,3-4,2015_ENG_E,영어,L,듣기,"기초적인 낱말, 어구, 문장을 듣고 의미를 이해할 수 있다.",,understand,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영01-04],2015_4영01_04,2015,elementary,3-4,2015_ENG_E,영어,L,듣기,쉽고 친숙한 표현을 듣고 의미를 이해할 수 있다.,,understand,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영01-05],2015_4영01_05,2015,elementary,3-4,2015_ENG_E,영어,L,듣기,한두 문장의 쉽고 간단한 지시나 설명을 듣고 이해할 수 있다.,,understand,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영01-06],2015_4영01_06,2015,elementary,3-4,2015_ENG_E,영어,L,듣기,주변의 사물과 사람에 관한 쉽고 간단한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.,,understand,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영01-07],2015_4영01_07,2015,elementary,3-4,2015_ENG_E,영어,L,듣기,일상생활 속의 친숙한 주제에 관한 쉽고 간단한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.,,understand,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영02-01],2015_4영02_01,2015,elementary,3-4,2015_ENG_E,영어,S,말하기,알파벳과 낱말의 소리를 듣고 따라 말할 수 있다.,,apply,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영02-02],2015_4영02_02,2015,elementary,3-4,2015_ENG_E,영어,S,말하기,"영어의 강세, 리듬, 억양에 맞게 따라 말할 수 있다.",,apply,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영02-03],2015_4영02_03,2015,elementary,3-4,2015_ENG_E,영어,S,말하기,"그림, 실물, 동작에 관해 쉽고 간단한 낱말이나 어구, 문장으로 표현할 수 있다.",,apply,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영02-04],2015_4영02_04,2015,elementary,3-4,2015_ENG_E,영어,S,말하기,한두 문장으로 자기소개를 할 수 있다.,,apply,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영02-05],2015_4영02_05,2015,elementary,3-4,2015_ENG_E,영어,S,말하기,한두 문장으로 지시하거나 설명할 수 있다.,,apply,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영02-06],2015_4영02_06,2015,elementary,3-4,2015_ENG_E,영어,S,말하기,쉽고 간단한 인사말을 주고받을 수 있다.,,understand,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영02-07],2015_4영02_07,2015,elementary,3-4,2015_ENG_E,영어,S,말하기,일상생활 속의 친숙한 주제에 관해 쉽고 간단한 표현으로 묻거나 답할 수 있다.,,apply,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영03-01],2015_4영03_01,2015,elementary,3-4,2015_ENG_E,영어,R,읽기,알파벳 대소문자를 식별하여 읽을 수 있다.,,remember,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영03-02],2015_4영03_02,2015,elementary,3-4,2015_ENG_E,영어,R,읽기,소리와 철자의 관계를 이해하여 낱말을 읽을 수 있다.,,understand,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영03-03],2015_4영03_03,2015,elementary,3-4,2015_ENG_E,영어,R,읽기,"쉽고 간단한 낱말이나 어구, 문장을 따라 읽을 수 있다.",,apply,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영03-04],2015_4영03_04,2015,elementary,3-4,2015_ENG_E,영어,R,읽기,쉽고 간단한 낱말이나 어구를 읽고 의미를 이해할 수 있다.,,understand,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영03-05],2015_4영03_05,2015,elementary,3-4,2015_ENG_E,영어,R,읽기,쉽고 간단한 문장을 읽고 의미를 이해할 수 있다.,,understand,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영04-01],2015_4영04_01,2015,elementary,3-4,2015_ENG_E,영어,W,쓰기,알파벳 대소문자를 구별하여 쓸 수 있다.,,apply,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영04-02],2015_4영04_02,2015,elementary,3-4,2015_ENG_E,영어,W,쓰기,구두로 익힌 낱말이나 어구를 따라 쓰거나 보고 쓸 수 있다.,,apply,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[4영04-03],2015_4영04_03,2015,elementary,3-4,2015_ENG_E,영어,W,쓰기,실물이나 그림을 보고 쉽고 간단한 낱말이나 어구를 쓸 수 있다.,,apply,A1,,,,,basic_500,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영01-01],2015_6영01_01,2015,elementary,5-6,2015_ENG_E,영어,L,듣기,두세 개의 연속된 지시나 설명을 듣고 이해할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영01-02],2015_6영01_02,2015,elementary,5-6,2015_ENG_E,영어,L,듣기,일상생활 속의 친숙한 주제에 관한 간단한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영01-03],2015_6영01_03,2015,elementary,5-6,2015_ENG_E,영어,L,듣기,그림이나 도표에 대한 쉽고 간단한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영01-04],2015_6영01_04,2015,elementary,5-6,2015_ENG_E,영어,L,듣기,대상을 비교하는 쉽고 간단한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영01-05],2015_6영01_05,2015,elementary,5-6,2015_ENG_E,영어,L,듣기,쉽고 간단한 말이나 대화를 듣고 줄거리를 파악할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영01-06],2015_6영01_06,2015,elementary,5-6,2015_ENG_E,영어,L,듣기,쉽고 간단한 말이나 대화를 듣고 목적을 파악할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영01-07],2015_6영01_07,2015,elementary,5-6,2015_ENG_E,영어,L,듣기,쉽고 간단한 말이나 대화를 듣고 일의 순서를 파악할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영02-01],2015_6영02_01,2015,elementary,5-6,2015_ENG_E,영어,S,말하기,"그림, 실물, 동작에 관해 한두 문장으로 표현할 수 있다.",,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영02-02],2015_6영02_02,2015,elementary,5-6,2015_ENG_E,영어,S,말하기,주변 사람에 관해 쉽고 간단한 문장으로 소개할 수 있다.,,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영02-03],2015_6영02_03,2015,elementary,5-6,2015_ENG_E,영어,S,말하기,주변 사람과 사물에 관해 쉽고 간단한 문장으로 묘사할 수 있다.,,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영02-04],2015_6영02_04,2015,elementary,5-6,2015_ENG_E,영어,S,말하기,주변 위치나 장소에 관해 쉽고 간단한 문장으로 설명할 수 있다.,,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영02-05],2015_6영02_05,2015,elementary,5-6,2015_ENG_E,영어,S,말하기,간단한 그림이나 도표의 세부 정보에 대해 묻거나 답할 수 있다.,,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영02-06],2015_6영02_06,2015,elementary,5-6,2015_ENG_E,영어,S,말하기,자신의 경험이나 계획에 대해 간단히 묻거나 답할 수 있다.,,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영02-07],2015_6영02_07,2015,elementary,5-6,2015_ENG_E,영어,S,말하기,일상생활 속의 친숙한 주제에 관해 간단히 묻거나 답할 수 있다.,,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영03-01],2015_6영03_01,2015,elementary,5-6,2015_ENG_E,영어,R,읽기,"쉽고 간단한 문장을 강세, 리듬, 억양에 맞게 소리 내어 읽을 수 있다.",,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영03-02],2015_6영03_02,2015,elementary,5-6,2015_ENG_E,영어,R,읽기,그림이나 도표에 대한 쉽고 짧은 글을 읽고 세부 정보를 파악할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영03-03],2015_6영03_03,2015,elementary,5-6,2015_ENG_E,영어,R,읽기,일상생활 속의 친숙한 주제에 관한 쉽고 짧은 글을 읽고 세부 정보를 파악할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영03-04],2015_6영03_04,2015,elementary,5-6,2015_ENG_E,영어,R,읽기,쉽고 짧은 글을 읽고 줄거리나 목적 등 중심 내용을 파악할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영04-01],2015_6영04_01,2015,elementary,5-6,2015_ENG_E,영어,W,쓰기,소리와 철자의 관계를 바탕으로 쉽고 간단한 낱말이나 어구를 듣고 쓸 수 있다.,,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영04-02],2015_6영04_02,2015,elementary,5-6,2015_ENG_E,영어,W,쓰기,알파벳 대소문자와 문장부호를 문장에서 바르게 사용할 수 있다.,,understand,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영04-03],2015_6영04_03,2015,elementary,5-6,2015_ENG_E,영어,W,쓰기,구두로 익힌 문장을 쓸 수 있다.,,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영04-04],2015_6영04_04,2015,elementary,5-6,2015_ENG_E,영어,W,쓰기,실물이나 그림을 보고 한두 문장으로 표현할 수 있다.,,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[6영04-05],2015_6영04_05,2015,elementary,5-6,2015_ENG_E,영어,W,쓰기,"예시문을 참고하여 간단한 초대, 감사, 축하 등의 글을 쓸 수 있다.",,apply,A1,,,,,basic_800,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영01-01],2015_9영01_01,2015,middle,1-3,2015_ENG_M,영어,L,듣기,"어구나 문장을 듣고, 연음, 축약된 소리를 식별할 수 있다.",,remember,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영01-02],2015_9영01_02,2015,middle,1-3,2015_ENG_M,영어,L,듣기,일상생활 관련 대상이나 친숙한 일반적 주제에 관한 말이나 대화를 듣고 세부 정보를 파악 할 수 있다.,,understand,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영01-03],2015_9영01_03,2015,middle,1-3,2015_ENG_M,영어,L,듣기,"일상생활이나 친숙한 일반적 주제에 관한 그림, 사진, 또는 도표에 관한 말이나 대화를 듣고 세부 정보를 파악할 수 있다.",,understand,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영01-04],2015_9영01_04,2015,middle,1-3,2015_ENG_M,영어,L,듣기,"일상생활이나 친숙한 일반적 주제에 관한 말이나 대화를 듣고 줄거리, 주제, 요지를 파악할 수 있다.",,understand,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영01-05],2015_9영01_05,2015,middle,1-3,2015_ENG_M,영어,L,듣기,일상생활이나 친숙한 일반적 주제에 관한 말이나 대화를 듣고 화자의 심정이나 태도를 추론 할 수 있다.,,analyze,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영01-06],2015_9영01_06,2015,middle,1-3,2015_ENG_M,영어,L,듣기,일상생활이나 친숙한 일반적 주제에 관한 말이나 대화를 듣고 화자의 의도나 목적을 추론할,,analyze,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영01-07],2015_9영01_07,2015,middle,1-3,2015_ENG_M,영어,L,듣기,"일상생활이나 친숙한 일반적 주제에 관한 말이나 대화를 듣고 일이나 사건의 순서, 전후 관 계를 추론할 수 있다.",,analyze,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영01-08],2015_9영01_08,2015,middle,1-3,2015_ENG_M,영어,L,듣기,일상생활이나 친숙한 일반적 주제에 관한 말이나 대화를 듣고 일이나 사건의 원인과 결과를 추론할 수 있다.,,analyze,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영01-09],2015_9영01_09,2015,middle,1-3,2015_ENG_M,영어,L,듣기,일상생활이나 친숙한 일반적 주제에 관한 말이나 대화를 듣고 상황 및 화자 간의 관계를 추 론할 수 있다.,,understand,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영02-01],2015_9영02_01,2015,middle,1-3,2015_ENG_M,영어,S,말하기,"주변의 사람, 사물, 또는 장소를 묘사할 수 있다.",,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영02-02],2015_9영02_02,2015,middle,1-3,2015_ENG_M,영어,S,말하기,일상생활에 관한 자신의 의견이나 감정을 표현할 수 있다.,,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영02-03],2015_9영02_03,2015,middle,1-3,2015_ENG_M,영어,S,말하기,"일상생활에 관한 그림, 사진, 또는 도표에 대해 설명할 수 있다.",,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영02-04],2015_9영02_04,2015,middle,1-3,2015_ENG_M,영어,S,말하기,일상생활에 관한 방법과 절차에 대해 설명할 수 있다.,,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영02-05],2015_9영02_05,2015,middle,1-3,2015_ENG_M,영어,S,말하기,자신을 소개하는 말을 할 수 있다.,,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영02-06],2015_9영02_06,2015,middle,1-3,2015_ENG_M,영어,S,말하기,"주변의 사람, 사물에 대해 묻거나 답할 수 있다.",,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영02-07],2015_9영02_07,2015,middle,1-3,2015_ENG_M,영어,S,말하기,주변의 위치나 장소에 대해 묻거나 답할 수 있다.,,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영02-08],2015_9영02_08,2015,middle,1-3,2015_ENG_M,영어,S,말하기,개인 생활에 관한 경험이나 계획에 대해 묻거나 답할 수 있다.,,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영02-09],2015_9영02_09,2015,middle,1-3,2015_ENG_M,영어,S,말하기,"일상생활에 관한 일이나 사건의 순서, 전후 관계에 대해 묻거나 답할 수 있다.",,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영02-10],2015_9영02_10,2015,middle,1-3,2015_ENG_M,영어,S,말하기,일상생활에 관한 일이나 사건의 원인과 결과에 대해 묻거나 답할 수 있다.,,apply,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영03-01],2015_9영03_01,2015,middle,1-3,2015_ENG_M,영어,R,읽기,문장을 의미 단위로 끊어 읽으면서 의미를 파악할 수 있다.,,understand,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영03-02],2015_9영03_02,2015,middle,1-3,2015_ENG_M,영어,R,읽기,일상생활이나 친숙한 일반적 대상이나 주제에 관한 글을 읽고 세부 정보를 파악할 수 있다.,,understand,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영03-03],2015_9영03_03,2015,middle,1-3,2015_ENG_M,영어,R,읽기,"일상생활이나 친숙한 일반적 주제의 그림, 사진, 또는 도표에 관한 글을 읽고 세부 정보를 파악할 수 있다.",,understand,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영03-04],2015_9영03_04,2015,middle,1-3,2015_ENG_M,영어,R,읽기,"일상생활이나 친숙한 일반적 주제의 글을 읽고 줄거리, 주제, 요지를 파악할 수 있다.",,understand,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
[9영03-05],2015_9영03_05,2015,middle,1-3,2015_ENG_M,영어,R,읽기,일상생활이나 친숙한 일반적 주제의 글을 읽고 필자의 심정이나 태도를 추론할 수 있다.,,analyze,A2,,,,,1200,교육부 고시 제2015-74호 [별책14] 영어과 교육과정,,2018-03-01,verified,2026-04-06,PDF 원문(교육부 고시 제2015-74호 별책14) 대조 완료
